Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
KWN,Kennedy-Wilson Holdings Inc.,26,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn,
KEN,Kenon Holdings Ltd.,12.43,$667.42M,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken,
KEG,"Key Energy Services, Inc.",24.53,$492.97M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg,
KEY,KeyCorp,18.47,$19.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key,
KEY^G,KeyCorp,130.2809,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^g,
KEY^I,KeyCorp,27.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^i,
KEYS,Keysight Technologies Inc.,38.3,$6.57B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys,
KRC,Kilroy Realty Corporation,70.84,$6.93B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc,
KRC^G.CL,Kilroy Realty Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^g.cl,
KRC^H,Kilroy Realty Corporation,25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^h,
KRP,Kimbell Royalty Partners,19.49,$318.32M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/krp,
KMB,Kimberly-Clark Corporation,133.54,$47.51B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb,
KIM,Kimco Realty Corporation,22.19,$9.44B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim,
KIM^I,Kimco Realty Corporation,25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i,
KIM^J,Kimco Realty Corporation,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j,
KIM^K,Kimco Realty Corporation,24.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k,
KMI,"Kinder Morgan, Inc.",21.04,$46.97B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi,
KMI.WS,"Kinder Morgan, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi.ws,
KMI^A,"Kinder Morgan, Inc.",48.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a,
KND,"Kindred Healthcare, Inc.",8.1,$689.53M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd,
KFS,"Kingsway Financial Services, Inc.",5.4,$126.42M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs,
KGC,Kinross Gold Corporation,3.19,$3.97B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc,
KEX,Kirby Corporation,67.9,$3.66B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex,
KRG,Kite Realty Group Trust,20.74,$1.73B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg,
KKR,KKR & Co. L.P.,18.26,$8.27B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr,
KKR^A,KKR & Co. L.P.,25.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a,
KKR^B,KKR & Co. L.P.,25.454,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^b,
KFI,KKR Financial Holdings LLC,25.73,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi,
KFN^,KKR Financial Holdings LLC,25.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^,
KIO,KKR Income Opportunities Fund,16.64,$253.85M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio,
KMG,"KMG Chemicals, Inc.",43.88,$520.24M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg,
KNX,"Knight Transportation, Inc.",32.8,$2.63B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx,
KNL,"Knoll, Inc.",22.98,$1.13B,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl,
KNOP,KNOT Offshore Partners LP,21.9,$783.18M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop,
KN,Knowles Corporation,18.57,$1.65B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn,
KSS,Kohl&#39;s Corporation,39.85,$7.03B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss,
PHG,Koninklijke Philips N.V.,30.47,$28.11B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg,
KOP,Koppers Holdings Inc.,40.9,$845.19M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop,
KEP,Korea Electric Power Corporation,18.42,$23.65B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep,
KEF,"Korea Equity Fund, Inc.",8.38,$81.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kef,
KF,"Korea Fund, Inc. (The)",34.85,$236.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf,
KFY,Korn/Ferry International,31.38,$1.8B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy,
KOS,Kosmos Energy Ltd.,5.86,$2.27B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos,
KRA,Kraton Corporation,28.07,$869.33M,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra,
KR,Kroger Company (The),28.7,$26.52B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr,
KRO,Kronos Worldwide Inc,14.97,$1.73B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro,
KT,KT Corporation,16.45,$8.06B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt,
KYO,Kyocera Corporation,55.93,$20.57B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo,
LB,"L Brands, Inc.",50.14,$14.34B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb,
SCX,L.S. Starrett Company (The),11.25,$79.42M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx,
LLL,"L3 Technologies, Inc.",170.35,$13.25B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll,
LQ,La Quinta Holdings Inc.,13.33,$1.56B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq,
LH,Laboratory Corporation of America Holdings,143.09,$14.64B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh,
LADR,Ladder Capital Corp,13.77,$1.52B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ladr,
LW,"Lamb Weston Holdings, Inc.",42.21,$6.17B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lw,
LDR,"Landauer, Inc.",49.45,$475.82M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr,
LCI,Lannett Co Inc,21.75,$808.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci,
LPI,"Laredo Petroleum, Inc.",12.95,$3.13B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi,
LVS,Las Vegas Sands Corp.,55.56,$44.11B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs,
LHO,LaSalle Hotel Properties,28.73,$3.25B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho,
LHO^H,LaSalle Hotel Properties,25.5727,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^h,
LHO^I,LaSalle Hotel Properties,25.0806,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i,
LHO^J,LaSalle Hotel Properties,24.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^j,
LFL,LATAM Airlines Group S.A.,10.2,$5.56B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl,
LDF,"Latin American Discovery Fund, Inc. (The)",10.1,$68.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf,
LGI,Lazard Global Total Return and Income Fund,14.6994,$141.19M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi,
LAZ,Lazard Ltd.,45.51,$5.54B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz,
LOR,"Lazard World Dividend & Income Fund, Inc.",10.24,$70.45M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor,
LZB,La-Z-Boy Incorporated,27.25,$1.33B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb,
LCII,LCI Industries ,102,$2.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lcii,
LFGR,Leaf Group Ltd.,7.9,$156.94M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/lfgr,
LEA,Lear Corporation,146.77,$10.19B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea,
LEE,"Lee Enterprises, Incorporated",2.75,$155.6M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee,
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,12.06,$253.14M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg,
LM,"Legg Mason, Inc.",35.91,$3.5B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm,
LMHA,"Legg Mason, Inc.",25.78,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmha,
LMHB,"Legg Mason, Inc.",22.78,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/lmhb,
LEG,"Leggett & Platt, Incorporated",49.22,$6.58B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg,
JBK,Lehman ABS Corporation,22.59,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk,
KTH,Lehman ABS Corporation,30.99,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth,
KTN,Lehman ABS Corporation,32.4443,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn,
KTP,Lehman ABS Corporation,17.1788,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp,
XKE,Lehman ABS Corporation,8.23,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke,
LDOS,"Leidos Holdings, Inc.",53.68,$8.07B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos,
LEJU,Leju Holdings Limited,3.85,$520.84M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju,
LC,LendingClub Corporation,5.26,$2.1B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc,
LEN,Lennar Corporation,51.6,$12.1B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len,
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len.b,
LII,"Lennox International, Inc.",168.42,$7.24B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii,
LUK,Leucadia National Corporation,26.79,$9.64B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk,
LVLT,"Level 3 Communications, Inc.",56.82,$20.49B,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt,
LXP,Lexington Realty Trust,9.89,$2.38B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp,
LXP^C,Lexington Realty Trust,50.1683,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c,
LPL,"LG Display Co., Ltd.",12.2,$8.73B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl,
USA,Liberty All-Star Equity Fund,5.45,$1.03B,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa,
ASG,"Liberty All-Star Growth Fund, Inc.",4.49,$118.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg,
LPT,Liberty Property Trust,37.8,$5.56B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt,
LSI,"Life Storage, Inc.",82.89,$3.85B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi,
LITB,"LightInTheBox Holding Co., Ltd.",2.84,$211.72M,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb,
LNC,Lincoln National Corporation,68.95,$15.53B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc,
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws,
LNN,Lindsay Corporation,80.04,$852.7M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn,
LN,LINE Corporation,34.71,$7.54B,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln,
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lgf.a,
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/lgf.b,
LAD,"Lithia Motors, Inc.",92.38,$2.33B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad,
LYV,"Live Nation Entertainment, Inc.",28.6,$5.86B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv,
LYG,Lloyds Banking Group Plc,3.4,$60.74B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg,
SCD,LMP Capital and Income Fund Inc.,14.09,$253.39M,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd,
LMT,Lockheed Martin Corporation,268,$77.8B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt,
L,Loews Corporation,47.2,$15.89B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l,
LPX,Louisiana-Pacific Corporation,23.63,$3.41B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx,
LOW,"Lowe&#39;s Companies, Inc.",81.94,$70.96B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low,
LXU,Lsb Industries Inc.,9.14,$259.63M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu,
LKSD,"LSC Communications, Inc.",23.82,$772.95M,2016,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/lksd,
LTC,"LTC Properties, Inc.",45.1,$1.79B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc,
LUB,"Luby&#39;s, Inc.",3.31,$96.14M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub,
LL,"Lumber Liquidators Holdings, Inc",17.95,$507.06M,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll,
LXFR,Luxfer Holdings PLC,11.74,$307.59M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr,
LXFT,"Luxoft Holding, Inc.",58,$1.93B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft,
LUX,"Luxottica Group, S.p.A.",53.3,$25.61B,1990,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux,
LDL,"Lydall, Inc.",51.35,$884.97M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl,
WLH,Lyon William Homes,19.72,$629.77M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh,
LYB,LyondellBasell Industries NV,88.58,$35.66B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb,
MTB,M&T Bank Corporation,165.96,$25.52B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb,
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws,
MTB^,M&T Bank Corporation,1075,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^,
MTB^C,M&T Bank Corporation,1035,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c,
MDC,"M.D.C. Holdings, Inc.",29.67,$1.53B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc,
MHO,"M/I Homes, Inc.",24.9,$616.58M,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho,
MHO^A,"M/I Homes, Inc.",25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a,
MAC,Macerich Company (The),63.07,$9.08B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac,
CLI,Mack-Cali Realty Corporation,26.68,$2.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli,
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,21.55,$268.69M,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu,
MIC,Macquarie Infrastructure Company,76.56,$6.29B,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic,
MFD,Macquarie/First Trust Global,11.9,$101.66M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd,
BMA,Macro Bank Inc.,82.57,$4.83B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma,
M,Macy&#39;s Inc,30.95,$9.41B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m,
MCN,Madison Covered Call & Equity Strategy Fund,8.12,$156.46M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn,
MSP,Madison Strategic Sector Premium Fund,12.27,$71.15M,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp,
MMP,Magellan Midstream Partners L.P.,77.18,$17.6B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp,
MGA,"Magna International, Inc.",43.51,$16.64B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga,
MX,MagnaChip Semiconductor Corporation,7.6,$252.72M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx,
MH^A,"Maiden Holdings, Ltd.",25.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^a,
MH^C,"Maiden Holdings, Ltd.",25.404,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^c,
MHLA,"Maiden Holdings, Ltd.",25.36,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/mhla,
MHNB,"Maiden Holdings, Ltd.",25.2,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb,
MHNC,"Maiden Holdings, Ltd.",26.72,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc,
MAIN,Main Street Capital Corporation,37.11,$2.05B,2007,n/a,n/a,http://www.nasdaq.com/symbol/main,
MSCA,Main Street Capital Corporation,26.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msca,
MMD,MainStay DefinedTerm Municipal Opportunities Fund,18.57,$511.69M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd,
MNK,Mallinckrodt plc,47.98,$5.02B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk,
MZF,Managed Duration Investment Grade Municipal Fund,12.92,$87.86M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf,
MANU,Manchester United Ltd.,16.5,$2.71B,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu,
MTW,"Manitowoc Company, Inc. (The)",5.67,$794.88M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw,
MN,"Manning & Napier, Inc.",5.7,$85.52M,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn,
MAN,ManpowerGroup,101.36,$6.86B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man,
MFC,Manulife Financial Corp,18.04,$35.64B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc,
MRO,Marathon Oil Corporation,15.32,$12.98B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro,
MPC,Marathon Petroleum Corporation,50.01,$26.39B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc,
MMI,"Marcus & Millichap, Inc.",26.03,$979.15M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi,
MCS,Marcus Corporation (The),31.1,$859.34M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs,
MRIN,Marin Software Incorporated,1.7,$66.73M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin,
MPX,Marine Products Corporation,10.67,$372.99M,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx,
HZO,"MarineMax, Inc.",22.15,$578.4M,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo,
MKL,Markel Corporation,981.04,$13.69B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl,
VAC,Marriot Vacations Worldwide Corporation,92.19,$2.5B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac,
MMC,"Marsh & McLennan Companies, Inc.",74.25,$38.24B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc,
MLM,"Martin Marietta Materials, Inc.",211.67,$13.35B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm,
MAS,Masco Corporation,33.68,$10.79B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas,
DOOR,Masonite International Corporation,81.2,$2.42B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door,
MTZ,"MasTec, Inc.",39.1,$3.23B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz,
MA,Mastercard Incorporated,110.49,$122.52B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma,
MTDR,Matador Resources Company,22.92,$2.29B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr,
MTRN,Materion Corporation,32.8,$654.37M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn,
MATX,"Matson, Inc.",32.54,$1.4B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx,
MLP,"Maui Land & Pineapple Company, Inc.",11.55,$219.64M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp,
MMS,"Maximus, Inc.",61.33,$3.98B,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms,
MXL,"MaxLinear, Inc",26.22,$1.71B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl,
MBI,"MBIA, Inc.",9.25,$1.24B,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi,
MNI,McClatchy Company (The),10.83,$82.05M,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni,
MKC,"McCormick & Company, Incorporated",100.66,$12.6B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc,
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc.v,
MDR,"McDermott International, Inc.",6.34,$1.53B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr,
MCD,McDonald&#39;s Corporation,127.8,$104.67B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd,
MUX,McEwen Mining Inc.,2.98,$892.72M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux,
MCK,McKesson Corporation,147.11,$31.2B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck,
MDU,"MDU Resources Group, Inc.",26.49,$5.17B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu,
MJN,Mead Johnson Nutrition Company,87.7,$16.09B,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn,
MTL,Mechel PAO,4.61,$959.5M,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl,
MTL^,Mechel PAO,1.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^,
MRT,"MedEquities Realty Trust, Inc.",10.75,$341.75M,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt,
MPW,"Medical Properties Trust, Inc.",12.19,$3.91B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw,
MED,MEDIFAST INC,41.9,$496.45M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med,
MCC,Medley Capital Corporation,7.5,$408.56M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc,
MCV,Medley Capital Corporation,25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv,
MCX,Medley Capital Corporation,26.1,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/mcx,
MDLQ,Medley LLC,25.1,n/a,2017,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlq,
MDLX,Medley LLC,24.0195,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlx,
MDLY,Medley Management Inc.,8.85,$257.91M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly,
MD,"Mednax, Inc",70.41,$6.6B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md,
MDT,Medtronic plc,82.52,$112.96B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt,
MRK,"Merck & Company, Inc.",64.2,$176.27B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk,
MCY,Mercury General Corporation,59.21,$3.27B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy,
MDP,Meredith Corporation,62.2,$2.77B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp,
MTH,Meritage Corporation,36.5,$1.46B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth,
MTOR,"Meritor, Inc.",16.49,$1.45B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor,
MER^K,"Merrill Lynch & Co., Inc.",25.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k,
MER^P,"Merrill Lynch & Co., Inc.",25.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p,
PIY,"Merrill Lynch Depositor, Inc.",25.9871,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy,
MTR,Mesa Royalty Trust,11.45,$21.34M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr,
MSB,Mesabi Trust,14.2,$186.3M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb,
